study,number,params_max_allowed_bout_overlap,params_max_bout_gap,params_prefilter_recipient_bouts,params_quantile_range_lower-approach,params_quantile_range_lower-chase,params_quantile_range_lower-dart_bite,params_quantile_range_lower-frontal_display,params_quantile_range_lower-lateral_display,params_quantile_range_lower-none,params_quantile_range_lower-quiver,params_quantile_range_upper-approach,params_quantile_range_upper-chase,params_quantile_range_upper-dart_bite,params_quantile_range_upper-frontal_display,params_quantile_range_upper-lateral_display,params_quantile_range_upper-none,params_quantile_range_upper-quiver,params_quantile_range_window_lower-approach,params_quantile_range_window_lower-chase,params_quantile_range_window_lower-dart_bite,params_quantile_range_window_lower-frontal_display,params_quantile_range_window_lower-lateral_display,params_quantile_range_window_lower-none,params_quantile_range_window_lower-quiver,params_quantile_range_window_upper-approach,params_quantile_range_window_upper-chase,params_quantile_range_window_upper-dart_bite,params_quantile_range_window_upper-frontal_display,params_quantile_range_window_upper-lateral_display,params_quantile_range_window_upper-none,params_quantile_range_window_upper-quiver,params_smoothing_function,params_smoothing_window-approach,params_smoothing_window-chase,params_smoothing_window-dart_bite,params_smoothing_window-frontal_display,params_smoothing_window-lateral_display,params_smoothing_window-none,params_smoothing_window-quiver,params_threshold-approach,params_threshold-chase,params_threshold-dart_bite,params_threshold-frontal_display,params_threshold-lateral_display,params_threshold-none,params_threshold-quiver,params_weight_max_probability,value
0,219,52,65,True,0.36474914831586175,0.015077100781311427,0.18380113220447777,0.17404375699308497,0.3912452689726957,0.25746016564007645,0.11539231481499224,0.5818762830810591,0.565750122923571,0.6066632794655549,0.7552097215762904,0.6772335677789239,0.8129480606301225,0.9306676431617082,90,10,34,48,20,22,8,74,64,86,8,46,12,4,median,40,90,68,82,48,44,32,0.12191111286584258,0.149912448235193,0.5381286685969301,0.6991129799924247,0.44292213886835424,0.3804786401458289,0.08355576091756245,0.09442956706973551,0.4699020642677879
0,220,52,80,True,0.366326075881657,0.010990324492583869,0.17195675000862928,0.17716249367435774,0.3970074074314073,0.2081740425885902,0.10708931684465582,0.9034551253465926,0.7979569294181186,0.6060018904075677,0.5438649644128967,0.555513952900095,0.8092306912407321,0.9323834756554725,82,30,8,20,24,20,8,46,66,86,68,36,12,4,median,40,14,70,82,86,44,34,0.13679903992708323,0.14335080048180182,0.5644679341372746,0.7929606504289681,0.4451794420060565,0.2900318519210439,0.07264018104405662,0.8067908174914729,0.46200385380063036
0,221,51,65,True,0.1080472374446599,0.01564547767394373,0.1768443457264275,0.44299295140326617,0.31971529165026924,0.25771532986420886,0.12247890851043303,0.9015977958503552,0.8026836471542046,0.5006936209349602,0.5879322237733878,0.9551566045933899,0.811808693541395,0.9382760681086564,90,54,32,48,24,22,28,72,64,84,8,36,12,4,median,40,90,68,82,48,44,40,0.13071081112247931,0.13685316785031565,0.5314573954070932,0.5901189112775007,0.40430125485941987,0.3725433105643416,0.07011801098513654,0.9810147095341446,0.46326201745634615
0,222,53,65,True,0.09833344573414912,0.01708972787429635,0.1718071644508279,0.4113512068617024,0.39351530136945123,0.25591621444157825,0.10649096718898504,0.5839138032143668,0.8204061875245268,0.605623933830381,0.5893390805994456,0.5635726273743222,0.7026923274948607,0.9335686943083303,90,10,34,18,22,22,6,52,64,84,8,36,10,0,median,40,82,68,82,48,66,34,0.11565012751132461,0.4862886919692462,0.5231771208766196,0.7010264526854368,0.42220663577996337,0.3737738497363017,0.07774466937470761,0.9840653195562388,0.47201669618954023
0,223,51,65,True,0.11143257141133814,0.023491033464840713,0.19090363655691245,0.4043978930009595,0.39411786858820863,0.2104749346597564,0.10982721304647991,0.9079293644495515,0.5670043515964414,0.5008334708297802,0.5398129800673321,0.5599388172174338,0.8153508750042543,0.9365421188902775,46,8,8,48,24,22,30,72,64,86,70,36,12,66,median,42,16,70,40,48,66,38,0.12358776335807153,0.13596691909482148,0.5652208758674268,0.7832720556906525,0.4008745377100889,0.36290309515617175,0.06905604746708069,0.9876013914928274,0.46203468988027574
0,224,50,70,True,0.37563823664501506,0.014204934028729216,0.1817316246999564,0.39941994362728217,0.39269161535158004,0.2524639028480522,0.11337203186663761,0.8992712978582664,0.5668482859309766,0.5004036219405142,0.5865658296003188,0.6672077697195137,0.7074853989571206,0.9378487317156572,24,8,52,20,24,20,30,46,64,84,70,36,12,68,median,52,84,68,82,86,22,38,0.127259616122487,0.7887403789879207,0.454259131110636,0.7945408598720447,0.41645925556263363,0.37050961936076626,0.08795974932832087,0.8006583323872598,0.47187470567897083
0,225,51,70,True,0.12215960794510113,0.002008282509339921,0.26045808635888734,0.4110069197708285,0.40056111243567216,0.21451807617066554,0.10688417393976833,0.8958006364955831,0.5660305412755376,0.5067880721298319,0.5994783260776744,0.9618566196950106,0.8180276042375152,0.7848089719475364,8,10,8,50,24,20,34,46,64,84,72,36,54,68,median,52,84,68,40,86,44,14,0.12133734897928852,0.7856224697611394,0.5407563809996073,0.7916792198877265,0.39906014506522003,0.36596584704567237,0.07437801304297106,0.8062989342272499,0.4691007529430052
0,226,51,69,True,0.35961513827633845,0.03162893196898399,0.24708527908054473,0.44158685321691804,0.11328264977513688,0.21448412692680358,0.10500875773235241,0.898301897405588,0.5701822405689317,0.5014714226061798,0.5370663008900646,0.9600989044476453,0.8143398585646711,0.9288294860400588,90,52,52,20,24,42,34,44,64,86,68,28,12,68,median,52,84,68,82,86,66,38,0.2529571876918342,0.14750621530455182,0.5261544696771855,0.7913081663777591,0.878564861537302,0.3605054776075474,0.08452751349000184,0.7961459352372987,0.4656478339520474
0,227,52,69,True,0.10514734319122727,0.021109877776193844,0.25752063535615627,0.43933457946723165,0.3936509908377006,0.21259394241458338,0.1129236837762378,0.9043758582617776,0.5553028472282635,0.527433538907795,0.542867332573095,0.6708054225260909,0.8121678650618743,0.9353950887293392,90,80,52,20,24,24,32,72,66,86,72,36,12,68,median,52,84,68,82,76,86,40,0.10905610893656897,0.7942929894182225,0.5285888642937687,0.3716748223411367,0.7415024494249473,0.3671638693716499,0.08159409183462663,0.9897115020171042,0.4703052677509313
0,228,51,70,True,0.11196273567428172,0.016465837644670082,0.25987194749072434,0.4391547049846803,0.3951416560664717,0.21367983927949116,0.1189676846038209,0.9089578833631837,0.5694104731321842,0.5029105952610181,0.5312477196349562,0.5606065746433211,0.8194153596257819,0.7836121764536726,90,12,52,50,24,24,34,46,68,86,70,28,12,70,median,52,84,68,40,86,86,38,0.11844882310178126,0.7930207595452329,0.522675962067527,0.7008379191580257,0.729437036312088,0.29273086022230743,0.08178603415637797,0.9668903622850926,0.4732968118327473
0,229,50,69,True,0.11359916133066238,0.007753737373111664,0.2572564651410099,0.4487754190121244,0.39357891062375444,0.22080819477512018,0.11755427773044227,0.8988721574926548,0.8108489758123752,0.5176337986068296,0.5383093930063441,0.6669018501441388,0.7110183026364065,0.7767720711350244,86,10,8,50,24,24,32,74,64,86,78,32,54,70,median,42,84,68,82,36,48,38,0.10551575902703472,0.8068547670313658,0.5853476331227733,0.797389061082201,0.7086974145159991,0.35936442592731005,0.07103985033031544,0.5423485225804965,0.46805035690300356
0,230,50,65,True,0.10932998762924415,0.01475956672066607,0.25362246112113473,0.39786514407441576,0.3960559916251968,0.21475691786855516,0.11547599957595611,0.5759361462373335,0.5619781621326322,0.6068476366713047,0.5457953131793185,0.9633324136840213,0.8229781874193081,0.7461513024669523,86,10,6,50,24,24,32,74,64,86,70,36,12,70,median,40,84,68,82,36,44,38,0.11743099910832737,0.795514881037219,0.5877455985903092,0.23595555172298752,0.3942488315521998,0.357473810756187,0.07337090897970554,0.09323860975044214,0.4652708013284611
0,231,51,65,True,0.3580187854783597,0.031032320866670692,0.2603344146040315,0.4393742275755981,0.39192968875774403,0.21853349311762363,0.12076405736449172,0.9059223487812231,0.56344540981967,0.5307013791261063,0.5413060675259898,0.5650723695190204,0.8214027758354645,0.5360266896959157,90,12,6,78,24,24,32,46,64,86,78,28,46,70,median,42,84,70,82,36,88,38,0.24964299143159333,0.7989921012859961,0.5978821027024647,0.7965767476497132,0.4010358121435431,0.3692926003334328,0.0793111064057359,0.9814787978586257,0.46855997491453827
0,232,50,69,True,0.36037135653665675,0.00029584965455846943,0.08819506559361229,0.39588012470273004,0.30991012032491455,0.21828476066327282,0.11346627353525472,0.9088464794369706,0.5565185372760899,0.5220935180154909,0.5406088721479212,0.5648589259163213,0.8236968031483699,0.5568387593794506,90,10,8,54,34,24,32,54,64,86,78,28,52,66,median,40,84,66,40,36,84,38,0.12008320470748678,0.715460424551978,0.5997890235666831,0.7917283029468405,0.7071693646481442,0.36782510027168114,0.0014292517860417207,0.9945674628064717,0.45863167026204116
0,233,51,69,True,0.3770261316018754,0.009458330664415635,0.08811943375827777,0.44211585274006737,0.39302034932116725,0.2507482485802239,0.11874660986270758,0.9009018340623026,0.5650680865262092,0.5206272516198165,0.5433076267308781,0.9495628100085364,0.8170738568427597,0.5559388442929276,90,10,8,56,32,22,30,46,64,84,78,36,12,70,median,40,84,70,82,36,84,36,0.23807590435482812,0.7964931038298094,0.5915138837712665,0.16456473515535072,0.38820595978985817,0.36430479175352637,0.0713739924161993,0.9841569215152712,0.4632973252235004
0,234,51,69,True,0.36030422692586367,0.0036270636593897193,0.08874060900473821,0.4438494471897019,0.393440578185872,0.25012219812448755,0.11655821172572498,0.8968297228292303,0.561973547144194,0.5252103007255655,0.5449495209714593,0.9596100523894041,0.8173356347639721,0.5571958006047503,6,10,8,56,32,42,32,46,66,62,78,30,46,70,median,40,82,68,82,36,84,38,0.26488303505462074,0.7977026669354123,0.5916096003732544,0.7929245099867972,0.7032993293654208,0.36716924045016924,0.07238698917301718,0.9997769816636416,0.4722805876917742
0,235,56,85,True,0.38034465492835057,0.007756888322948909,0.08226235231651349,0.17452768471643215,0.39891291705560716,0.2138192228483238,0.2717662010988409,0.9266285303144683,0.5634499669801754,0.5241510864644019,0.5372891071570851,0.6645784055599491,0.8174177025171715,0.5599876580676584,90,12,6,56,32,22,32,46,66,84,76,34,12,64,median,40,82,68,82,36,84,36,0.11522685964205823,0.8060824271078532,0.5979463182972753,0.22412225885099427,0.46258169040164476,0.3764585696624437,0.0682613572412343,0.9863784823012413,0.46445485302371436
0,236,50,69,True,0.36566409987698606,0.014612286654905467,0.08596784564968736,0.4443385053496999,0.3926706886777294,0.25468580553860837,0.12021038219708685,0.8921272758002733,0.5590536737443552,0.5290820442318049,0.6099187808284042,0.9652133843762346,0.8239904292965624,0.5600544174720573,90,10,6,56,32,40,32,44,66,84,78,30,46,70,median,40,78,70,82,34,84,40,0.2640968888978034,0.7844281816240545,0.5925590190204432,0.11997396505049679,0.4724798305027396,0.3579784270210852,0.06370487096872862,0.9994296023286179,0.46209629668617475
0,237,55,87,True,0.38366589370109483,0.02500132408373785,0.08291561794197527,0.17699700537634716,0.3952087198045727,0.25035541422168034,0.2700555940579769,0.8661204165370389,0.5607113613620788,0.5320550306360914,0.5372820548973796,0.966190930660653,0.8222223081755391,0.5568778961195519,90,12,8,54,32,22,32,44,64,84,66,34,44,64,median,52,78,66,82,34,84,36,0.10974105519373048,0.7909618286946158,0.5841021119154931,0.11782380411774607,0.7234573078780151,0.3633551619249477,0.07134375876625462,0.9482683540237894,0.4662177013003784
0,238,54,66,True,0.36577811021306245,0.017025199134820316,0.08842550622261963,0.17918975174068602,0.39585699023620924,0.25537260148690216,0.2669930248252327,0.8936794571582922,0.6434125455243882,0.538622087873423,0.5415855423066762,0.9683194643483561,0.8265639367696176,0.5541901631256351,90,12,6,56,32,24,30,44,64,84,78,32,46,62,median,40,78,68,40,34,76,38,0.10106028053822882,0.7898346292841462,0.588470932036704,0.21967746683173622,0.3901447381534126,0.3736572169442094,0.07493842645875706,0.9507711432489689,0.46358010540113304
0,239,56,85,True,0.37994812013149126,0.021097425899556856,0.08608100685743782,0.4451186950719537,0.31823553739637966,0.11516361294272046,0.27374127345613997,0.924808735944285,0.6443484241481265,0.5281248447009418,0.5411806386798046,0.5618546925868008,0.6992509913090185,0.7456603199301735,8,10,6,66,34,22,28,72,66,84,78,36,12,72,median,40,78,68,38,34,84,40,0.11285838565956785,0.7990279545532745,0.5899576788664151,0.10711072380455924,0.39246714592606546,0.3635514807039607,0.0667142436915313,0.9997338795896906,0.46079341111710714
0,240,56,69,True,0.358901717400117,0.016164432886780263,0.08838048014933213,0.3943809559695148,0.31592244137392217,0.21754414931907012,0.2708104275230117,0.865901358008994,0.6485177033433783,0.5229812321045972,0.5364664722712849,0.9644799144412225,0.8220594054220237,0.5516755358611167,90,52,8,56,34,42,28,52,66,86,78,36,46,70,median,52,90,68,82,34,84,36,0.20109079844387098,0.7974810158353741,0.5865042520138991,0.12932391485988706,0.7334077912513903,0.36280865425584874,0.06375943920505024,0.9492861924801259,0.463766357133556
0,241,55,65,True,0.38101322963799267,0.01642359796774846,0.0790537330338298,0.445574315898763,0.31654839004943586,0.12105970145560724,0.2707673361101373,0.9236261897532452,0.5672696451483379,0.5299798253601424,0.5397228170058376,0.9628101377370948,0.8293386134425546,0.5550468197913632,90,10,6,54,32,40,30,52,66,84,66,36,46,64,median,40,82,70,82,32,84,34,0.10745685136801215,0.8086653955280644,0.5892491184652511,0.1142225308193986,0.7180747674137354,0.35756214259023156,0.06179079477234865,0.9595241359125262,0.4631473076806133
0,242,55,66,True,0.3604662788275881,0.01814798908229448,0.2524568190583117,0.17765620747816607,0.1056383774073682,0.21551842643118138,0.2689075954414373,0.8548866769839933,0.5662959091133606,0.5298841907162612,0.543830345263804,0.9666674951288383,0.8283342778127621,0.535874729642061,6,12,6,54,32,40,28,52,66,82,78,32,46,72,median,40,90,70,38,34,84,34,0.11513241890856024,0.7976090315914391,0.585965404887233,0.8894606654803671,0.7216177991906425,0.3533093131420598,0.06735200974016943,0.9706754392978194,0.4704429439277826
0,243,55,85,True,0.37803560888252985,0.03525798140074844,0.08744740540479362,0.43449204953612947,0.10971543073810328,0.21924730246078866,0.2706918862166334,0.8630540455560346,0.6432239746801226,0.5325301220299513,0.5487373345563116,0.9610310986871846,0.8244176490312912,0.559847189882925,90,10,6,54,34,40,30,52,64,62,78,34,46,70,median,50,90,68,40,34,84,34,0.12182811531705472,0.7974008545116884,0.5956241701803644,0.17566983999815175,0.7179145273822426,0.3553024587135523,0.11772938848083553,0.959694548120133,0.465455565379732
0,244,56,86,True,0.37438457556901705,0.02195555382880293,0.08638765261149108,0.4457523505911365,0.12172318870002558,0.21990526078872805,0.1097130879827174,0.8665723635231077,0.6428670881874039,0.5247338447115985,0.6081994388003663,0.9616970309193692,0.8260177929977776,0.7440170554720049,88,52,6,56,32,42,30,52,66,62,78,34,46,72,median,42,78,68,38,46,82,34,0.11136497226742914,0.7930649378965039,0.5864147625376315,0.11848717627446134,0.717289556735931,0.36707201106838566,0.06643313863514719,0.957591823169585,0.46319539910037155
0,245,56,85,True,0.3832889112505681,0.025272289611116345,0.25397184254549077,0.4349705456618052,0.16931660061796136,0.019298586055845918,0.11143767299689453,0.8612319782704975,0.6334343469804213,0.532757515086842,0.5451693273959206,0.9605449070731991,0.8478130752905544,0.564497624541564,8,54,6,54,34,40,28,44,68,60,78,34,46,70,median,42,78,68,40,32,84,34,0.10652386181538476,0.7863067756852764,0.6041676317291634,0.9128600010729403,0.7096102556603582,0.35928039321844735,0.5499420105403321,0.9598382858763476,0.4709001022296656
0,246,56,85,True,0.4271020959180375,0.02376673949623927,0.26268562986336985,0.4466418307424049,0.11172261716571069,0.21799356197477956,0.24794510583753163,0.8578862652651379,0.6432361036110795,0.5297881729686411,0.5001404937586785,0.9680955196668518,0.8290995313504681,0.5573191591248066,90,8,6,56,36,40,28,44,68,62,66,36,44,72,median,50,78,68,40,34,82,34,0.2042578720908331,0.8005624140997193,0.5902446755775054,0.8921219576246517,0.715223897079487,0.3582651408603862,0.5534467945458276,0.9447819642865986,0.471943379537187
0,247,56,69,True,0.38173786330433157,0.01918122252179609,0.2571490193329779,0.44438635791559555,0.11871235286539311,0.22717780394619003,0.257835100574653,0.9235189167848298,0.6364680908518076,0.5346847726912477,0.6151782097650725,0.5594313205524575,0.8233100877716059,0.7441980707507265,80,10,10,54,32,42,30,44,66,60,78,30,46,70,median,50,90,68,40,36,82,32,0.199061046346835,0.7937119118133307,0.5804232619843122,0.9041593032776336,0.47290114729756605,0.360753309555373,0.06034505566566205,0.9523669313275739,0.4711301996070031
0,248,55,66,True,0.37044416879700814,0.021943415419269925,0.08923405588526144,0.4385206871759582,0.11034643505738925,0.12072590498798108,0.11557290049058096,0.8565147173002469,0.6414893905573971,0.5469406535262389,0.5464720524587241,0.9659688674490938,0.828703369880391,0.5591370293762806,80,10,6,66,32,40,28,54,66,62,78,32,12,70,median,46,78,68,40,32,82,34,0.19763672129429655,0.7839183650015954,0.5916829323440793,0.9096524682999975,0.7108527726456257,0.3591074651594324,0.06501544287263716,0.9432094494821164,0.47248785122906894
0,249,55,69,True,0.37944937117534383,0.02370122194116771,0.08520810406176955,0.3968140684328854,0.11840292415169262,0.22235658158567786,0.26224363284032587,0.8611504689793792,0.6427606172908291,0.53028081751327,0.5466388678374628,0.9702230625960209,0.821693608289273,0.5622649160595893,90,10,6,66,34,40,30,72,66,60,78,30,46,70,median,50,90,70,40,34,82,34,0.10249805562061541,0.7980455332766474,0.5918320273972468,0.9040599246877399,0.7117416288863027,0.35533810736412735,0.05459508593504246,0.953125480165794,0.47144478339233353
0,250,55,69,True,0.37561698794870974,0.021716647048383848,0.26003202936719955,0.4457213795361485,0.11305125550669112,0.01899991562115122,0.26352013212255876,0.8855508605825444,0.6393562062442212,0.5307168884586705,0.6129136852110916,0.9652864188622448,0.8210769475716867,0.5352717002272166,90,52,6,66,34,40,30,74,66,60,78,30,44,70,median,50,90,66,40,34,82,34,0.2039980671701384,0.8003365881295376,0.587927035408448,0.889984286632877,0.7105968903805367,0.35233771697476074,0.11593855451016637,0.9579209204799605,0.4729447262667235
0,251,56,85,True,0.3858861230204176,0.018593071851472433,0.2550507292294778,0.43829869518752085,0.11600605793636883,0.22418906803537175,0.25521251121624233,0.9229476345031099,0.6347107851048683,0.5296629694890865,0.5013510263431861,0.9624289032205131,0.8270995772387564,0.740354440823175,90,10,8,54,32,40,30,72,66,60,76,30,46,70,median,52,90,72,40,34,82,32,0.11114378109152068,0.7850693952629786,0.5931302333858071,0.11254617306250735,0.3885012408375903,0.3576965027398925,0.06117420083509577,0.9553300368976172,0.461621360000669
0,252,55,68,True,0.3654314885088974,0.022029592260386865,0.08551375663375135,0.3944353056871412,0.10474014635134676,0.2298996523873346,0.31651474597244866,0.9202746706623225,0.6410430049278972,0.5304870279275588,0.5781139763819523,0.9569489631668918,0.8250987888936409,0.5325066641454859,88,52,8,70,32,42,28,72,68,60,66,30,20,70,median,46,78,74,38,34,82,34,0.20008874977299612,0.801423876297194,0.5911798762899514,0.9097905636277953,0.7186822356422268,0.4557346534562577,0.5523861901928961,0.9604551698562337,0.47056676597616154
0,253,56,81,True,0.361021357371814,0.029111057784291145,0.26113269105789644,0.395638657498915,0.10853257310001092,0.22551490664946838,0.2561232828270842,0.9232187227120234,0.6406347106407327,0.5338344535532059,0.5684807753988006,0.9670582477870591,0.8225081877777507,0.740423631059419,90,10,6,54,32,40,30,72,68,60,66,28,10,70,median,52,78,66,40,34,82,34,0.11204625767864768,0.7940803267769379,0.5836297049794789,0.9000629319749549,0.7176637718628776,0.3495649342002408,0.12048971713893655,0.9963805961120906,0.47353828024989014
0,254,56,68,True,0.3832008100748312,0.02302643158877985,0.2608836424064738,0.39558578013240553,0.11928673352929525,0.11882104025205664,0.2660285631351472,0.8622830553427612,0.640000523288892,0.5300627336827701,0.5015939885154069,0.9586717271931097,0.8271470556728897,0.5329631599794197,90,66,8,66,34,40,28,72,68,62,78,30,20,70,median,52,90,74,28,34,82,34,0.1889984699823404,0.7772552732665376,0.5882145910945358,0.877162432182175,0.7393726780506847,0.34605649810936134,0.5431428666857981,0.9612790133749081,0.46980590009874323
0,255,56,69,True,0.3679810241753542,0.02984115189987009,0.07814809662084649,0.06140748252465065,0.10828164118091503,0.1866740712882198,0.2591375711055922,0.8590633875281298,0.6379192332063944,0.5296042272723683,0.5019834028599262,0.9548017632255936,0.8317627085104244,0.535675647632263,90,52,6,54,36,40,28,74,68,84,66,28,46,70,median,52,90,74,28,34,82,34,0.20132239510384398,0.794209628907906,0.5801738894863436,0.8907580435604615,0.7403619480998394,0.45301640790212633,0.11952623045505364,0.9434828971238292,0.4705703592939896
0,256,56,82,True,0.29219853384532357,0.020477648606267752,0.08731210915152111,0.44808389279510163,0.11578734851588984,0.2271641828974804,0.12771561206322543,0.9242871431294193,0.6394336040372242,0.530464747222817,0.5779890413282268,0.9587955406887331,0.8262044805714988,0.5330629567003115,90,52,6,54,22,40,40,52,68,82,78,30,20,70,median,42,90,74,40,34,82,32,0.11085489577866647,0.7983155451437115,0.5877432069361499,0.8960855611314762,0.47493691195712395,0.34794828214286727,0.12175624611201803,0.9550559353821788,0.46988696299980326
0,257,56,65,True,0.3568096891276584,0.02647586210659323,0.08320997693433872,0.3634757418546876,0.2956072256325911,0.19538198733716725,0.25749013072471116,0.9253198129683532,0.8138041438579532,0.5288418327650202,0.5795277043354072,0.9531977708363604,0.8269954580728623,0.5349502812516986,80,54,52,66,22,40,28,74,68,84,78,32,10,70,median,52,78,74,28,32,82,32,0.20298860645530212,0.7907757273540407,0.5910448583169541,0.8816240747857091,0.7373081483420696,0.34606755063773825,0.12670703067513478,0.9596773438365569,0.4719890989730815
0,258,56,69,True,0.35810850800070454,0.02903323046284749,0.08136314992418958,0.393279212953598,0.2907030764011394,0.2229700866297909,0.2559734479692215,0.9246583329943953,0.8212723202104528,0.5298437125293081,0.5032214063708895,0.9610132918411087,0.8266069852264364,0.9527779313770721,90,52,6,48,22,40,28,76,68,84,78,44,20,72,median,52,90,74,80,34,78,34,0.20401796600145938,0.7845842288537506,0.5855137739810103,0.9093508447653472,0.7093192578378754,0.35428432226437734,0.12807972305993606,0.9595719108202188,0.4679962062208413
0,259,55,69,True,0.366348647375573,0.021458721015687954,0.2576791625045434,0.4527633969951264,0.11214317307326915,0.2331441465244683,0.253325347799128,0.9253854461881964,0.8284371826497271,0.6288830360341395,0.5745234797737886,0.9533182422993828,0.828258663730013,0.5318247639527671,80,66,8,54,22,38,28,26,66,80,78,44,10,72,median,50,78,66,80,34,78,34,0.2048165059057495,0.7807931566568882,0.5901459071823894,0.904658369994726,0.3840408255088915,0.3539319064263829,0.06343289466770378,0.9539367147280393,0.47153174087529903
0,260,55,98,True,0.3657837234673836,0.020166599634191578,0.25733638605392345,0.4669041284931843,0.297136656601786,0.2212017216167964,0.12670228212951626,0.9225718492915849,0.8279633017027279,0.610460574413607,0.5721734733243317,0.9528024959039696,0.8260191411281312,0.9542609171159352,88,58,6,54,22,40,30,72,68,86,78,30,8,72,median,42,78,74,80,34,76,34,0.12052239221937143,0.7918798205442996,0.5889321916359209,0.8949387215836307,0.7258821055531465,0.45722072863106267,0.057621585718062744,0.9501689061195481,0.47084666001089887
0,261,55,98,True,0.3798562141273764,0.02649701575420297,0.25527258896451605,0.3993559139001327,0.2968165167313233,0.2268965275933573,0.2553562349985044,0.8612527729096747,0.8278637505012261,0.6313158359698088,0.574426985952972,0.9616865109859888,0.8316065613848892,0.9518617153692981,88,58,6,66,22,40,28,26,68,84,66,44,10,70,median,50,76,74,80,34,78,36,0.10740323142097463,0.7937626317095858,0.5951238825510587,0.9049081006279502,0.7311625170835503,0.3019220810552985,0.05422682309716651,0.8358316010768461,0.4712988728542803
0,262,56,65,True,0.3609128433495485,0.024572525629391797,0.2602225043868694,0.46854034478645845,0.29482981188519053,0.22527451660635614,0.2455545418509195,0.927496067187998,0.8149056877511522,0.6151499690925059,0.5776822159894365,0.5893349672402126,0.8330150949572861,0.5347979650290865,88,66,6,74,22,40,28,20,68,82,78,44,8,72,median,52,90,68,40,32,78,34,0.11379754177997807,0.8051489793424161,0.587664263626083,0.5951185780191613,0.7164091637698847,0.2935890541650966,0.060564432661981166,0.963734133880768,0.4720376039412465
0,263,57,69,True,0.3618725018598217,0.02568389690588514,0.26513163054117084,0.43248493808565897,0.2929101924950327,0.23172317591782943,0.25706974757148043,0.9236598502852839,0.8127525953924442,0.6124208070341505,0.5732897721731461,0.5953623042599714,0.8253274911205649,0.9551700715532586,90,12,8,74,22,38,30,20,64,84,78,32,10,72,median,48,78,74,80,32,76,34,0.11054512101038522,0.09596993601212259,0.5874715819316043,0.8890942492972236,0.7298014194855847,0.34426243193968126,0.061430609698476135,0.8803418509511276,0.46673318692360405
0,264,55,98,True,0.2909156590546249,0.02664489692521191,0.25756650400830267,0.39367988261740783,0.11409243833956145,0.22419525066291865,0.1273825569988989,0.9286657380057193,0.82697562538327,0.6318467257611265,0.5004008713748002,0.5883918082966642,0.8251515923011825,0.7452794123001774,90,6,6,74,22,38,12,20,64,82,66,44,10,70,median,52,78,72,80,50,78,34,0.1225200859567654,0.109013484011842,0.5990803945157661,0.5936051002066209,0.3846496147788142,0.3499931408858101,0.06075392808115841,0.7688129217605837,0.4699304074697581
0,265,56,69,True,0.3576300247514406,0.20548675022811627,0.16191806188661992,0.39479471364705415,0.11001450661461136,0.224296555583431,0.2609182933256564,0.9218554442504886,0.6409971105732005,0.6352889651146937,0.5767374047661373,0.9581363409715159,0.8224992910997648,0.5313494546833796,88,8,6,66,22,38,28,20,64,82,78,44,10,0,median,52,78,68,76,34,82,34,0.11752501473243224,0.8075732436682603,0.5841407227189696,0.5918903175813087,0.3918050516729644,0.3495279841045251,0.14221548822682575,0.8384559332162637,0.4716866325275336
0,266,57,66,True,0.36370027742571004,0.21117089025022043,0.25795711608622074,0.3977749277676191,0.2964865095282331,0.2279939660704566,0.24071165235413067,0.855863772858693,0.6431364414268292,0.6323644841310782,0.571419548823953,0.572260047973029,0.8295144134722031,0.9537308289771562,90,8,6,66,22,38,28,20,68,86,78,44,10,0,median,52,78,70,40,50,76,32,0.1044420933737677,0.7920991334342817,0.5089137787741901,0.9019656937823243,0.7070040021640837,0.3446708414886547,0.06411212165795543,0.8395911961466728,0.475615488475346
0,267,57,68,True,0.3881601269400749,0.1986966363623418,0.16079192166180437,0.4360256206722619,0.2940386062690011,0.16227336380111057,0.25068399902885474,0.92646727693667,0.7915934562805098,0.6337730762692934,0.5789109053754059,0.5873945707793264,0.8341147717108228,0.5337272257095195,88,8,6,74,22,40,28,22,68,84,78,44,10,0,median,50,78,74,80,36,78,34,0.11234487816825935,0.7933011274397631,0.5946064638911067,0.5851201001196551,0.7462843681633948,0.46079739652687746,0.05999832879825068,0.7709020029994886,0.47086671571375815
0,268,57,99,True,0.3821836202510526,0.023332544126993572,0.25713536869016484,0.3944113966000555,0.2966190780682095,0.2260125519135083,0.12933866465523602,0.9236292665353487,0.8373577195150165,0.6304813209395221,0.576868240511679,0.5926309876971794,0.8262905400798832,0.9535894741482319,80,8,6,74,22,24,26,20,40,84,64,44,10,72,median,52,78,72,80,50,78,28,0.28474299152762816,0.0961641509567388,0.5917224802648171,0.8976632735515263,0.48118314571119747,0.3468699478315474,0.05294691641682401,0.8437841331651711,0.46701627460956685
0,269,49,96,True,0.3563159111194468,0.0272959305682198,0.16006716624578507,0.39562436442588467,0.2949615707779601,0.22610430531628967,0.12974869302684122,0.8638250910247628,0.8339105837258286,0.631869057829198,0.5749968656734105,0.5830807787384721,0.7879830525220561,0.9522072055260442,90,8,6,74,22,24,28,22,40,82,78,44,10,0,median,46,88,74,80,50,78,32,0.2973113000653042,0.17071718208152964,0.5956288917577451,0.9041549017759484,0.47300675866218367,0.3479490977689494,0.05862674587265475,0.7725389608942531,0.46784488174022715
