study,number,params_max_allowed_bout_overlap,params_max_bout_gap,params_prefilter_recipient_bouts,params_quantile_range_lower-approach,params_quantile_range_lower-chase,params_quantile_range_lower-dart_bite,params_quantile_range_lower-frontal_display,params_quantile_range_lower-lateral_display,params_quantile_range_lower-none,params_quantile_range_lower-quiver,params_quantile_range_upper-approach,params_quantile_range_upper-chase,params_quantile_range_upper-dart_bite,params_quantile_range_upper-frontal_display,params_quantile_range_upper-lateral_display,params_quantile_range_upper-none,params_quantile_range_upper-quiver,params_quantile_range_window_lower-approach,params_quantile_range_window_lower-chase,params_quantile_range_window_lower-dart_bite,params_quantile_range_window_lower-frontal_display,params_quantile_range_window_lower-lateral_display,params_quantile_range_window_lower-none,params_quantile_range_window_lower-quiver,params_quantile_range_window_upper-approach,params_quantile_range_window_upper-chase,params_quantile_range_window_upper-dart_bite,params_quantile_range_window_upper-frontal_display,params_quantile_range_window_upper-lateral_display,params_quantile_range_window_upper-none,params_quantile_range_window_upper-quiver,params_smoothing_function,params_smoothing_window-approach,params_smoothing_window-chase,params_smoothing_window-dart_bite,params_smoothing_window-frontal_display,params_smoothing_window-lateral_display,params_smoothing_window-none,params_smoothing_window-quiver,params_threshold-approach,params_threshold-chase,params_threshold-dart_bite,params_threshold-frontal_display,params_threshold-lateral_display,params_threshold-none,params_threshold-quiver,params_weight_max_probability,value
0,13,59,60,True,0.21691572830630174,0.24952700904721742,0.08011903282641342,0.28627623216868825,0.0767934225340075,0.47889341409671526,0.19101858085109086,0.9248174845442235,0.8635171634293902,0.9012165161712027,0.8107397075058831,0.5489357520551703,0.7575087135580206,0.9163458857691495,24,6,36,4,70,28,26,44,80,34,44,16,82,4,mean,46,54,14,26,28,6,82,0.12957496624510612,0.5100758538989275,0.5601227999812121,0.9893601684014572,0.5262076899732198,0.508351679540384,0.42643791656388297,0.26319844821524074,0.4458044908059874
0,14,52,6,False,0.18577906046429943,0.1203181444072674,0.23081657426614538,0.09462622262375442,0.4702255168739574,0.0121616563429357,0.04901097727016168,0.7212029090562724,0.5777915066157725,0.9187512982616429,0.5689402467405478,0.9251066001341173,0.6318163948831671,0.7112022611778067,12,84,26,0,20,60,78,64,62,0,28,42,8,48,mean,46,26,32,14,12,64,82,0.40643773728373644,0.35801801867329186,0.07335042159243943,0.3397104195484456,0.27385720542700165,0.4739907308823915,0.19690420210492654,0.10794494496007256,0.44818942455753497
0,15,5,117,False,0.25280907597355673,0.04099459643776726,0.49537441604866056,0.043293967039909786,0.21101033783478312,0.38747418879773876,0.34203661122704243,0.5509716845870928,0.8220859086195651,0.880404569437671,0.9771393444931515,0.7470599496276153,0.9104584245898476,0.615099280836468,6,50,2,84,12,82,30,72,0,24,84,50,82,30,median,10,60,0,40,0,68,14,0.6278828603701803,0.9932962561484651,0.49115692528658716,0.9246931516357306,0.5177399667508243,0.7467302579444778,0.26649664990534716,0.9928102787376147,0.4257911724654334
0,16,41,12,True,0.43267989187680456,0.1590344410327419,0.41338838233664404,0.04485194281822985,0.08581680251405965,0.32310057507111545,0.17898545423146545,0.5496845771948624,0.6489940276462963,0.9940051624360591,0.8762025639922885,0.8401417169559883,0.6325504476146184,0.8757057920191212,60,40,36,76,26,84,10,78,24,6,66,46,86,42,mean,26,2,0,80,22,76,24,0.8519419017379947,0.3491215021031122,0.885299203961063,0.5639342946758731,0.3742343776289795,0.48872166306575626,0.63313111776149,0.8705183908901769,0.42520434723954936
0,17,60,58,False,0.3027537543120856,0.22157017349506625,0.3207856155098427,0.3259685600751351,0.22142384122980496,0.14259302226861664,0.448749280810106,0.5689595204243227,0.6384527645315241,0.5930721585183281,0.6629562657313424,0.8838787535673382,0.9011198113339053,0.5395185497081694,18,64,50,24,4,38,74,80,74,26,56,54,32,46,median,80,82,56,58,82,8,90,0.5657653715863388,0.1640738412489361,0.6928303468869218,0.26832887602951827,0.41526681989923386,0.31618107795702244,0.8804587187212617,0.060433315488886974,0.440009771549403
0,18,10,24,True,0.30624364296150275,0.35033362173606003,0.33115147096771363,0.41104219427327643,0.2691292877394107,0.07336654497901807,0.29488041144537347,0.8903769007120577,0.507149443971916,0.6584218635644126,0.5695307897887469,0.9140880158628399,0.789894384669463,0.7467291446951374,60,86,4,38,20,76,68,84,20,32,36,70,64,74,median,76,72,4,64,20,8,10,0.6041194450198971,0.46862158320979186,0.8204181185034437,0.8258049974306385,0.02298310353481503,0.4606186418981135,0.9334117099507429,0.05666016526104711,0.4342203999639474
0,19,42,7,True,0.4293991945002793,0.17227606942033113,0.012475217943126338,0.15967358641040036,0.2946242315177035,0.10799635621039799,0.07405677374436376,0.9217158839549915,0.9152603973885335,0.9086559437376234,0.6447404552898572,0.6156272942873482,0.7642526792748768,0.9463798413296161,80,2,76,32,32,14,74,78,72,60,68,56,70,10,mean,64,4,86,74,66,68,48,0.5258267213435434,0.3149169419554195,0.040615490139450094,0.2494202227168718,0.8925418750717357,0.4440545012191819,0.5398351406726363,0.5284725735144659,0.4199034206700361
0,20,57,46,False,0.36081324816117216,0.15377529975842985,0.34081359601631844,0.34738095923066115,0.031081070972395652,0.2860803833030859,0.029604485208198583,0.7624983028492562,0.9575512880414878,0.6726840776916149,0.9577062226929776,0.9335567942473348,0.9349063377768756,0.5979090681506747,16,82,74,52,0,0,84,56,42,52,42,52,56,26,median,58,20,24,48,20,74,30,0.7180451137845106,0.5115930119466934,0.9271577105050627,0.8209235708301142,0.08301578239401664,0.08532751462458599,0.725280438785118,0.01091826200892354,0.44185498976697046
0,21,21,7,False,0.07059396095313802,0.38160436980915113,0.024677784096362232,0.1530183118328874,0.2067591504390488,0.18813130069984846,0.26924440214869616,0.9462490572426696,0.7318631404764404,0.979730768104643,0.5218334375391185,0.8412938949377389,0.7568611865530028,0.5741327719803636,70,86,58,0,34,76,42,44,34,26,80,28,34,88,median,28,80,32,26,50,72,60,0.6997046810375243,0.31835340194213746,0.23420422152155684,0.954713904632791,0.1481853954003921,0.5627007894645845,0.9883607731788588,0.8581402224781925,0.4256430793493971
0,22,42,107,True,0.1963712563326283,0.1996137413531316,0.16084795104363497,0.23369738996440326,0.10033868771808141,0.4484615229657541,0.1877753877674037,0.6838933922571023,0.7316951397794139,0.5776944743125513,0.997766620783743,0.9247295451900097,0.7781406702352924,0.5107971110482517,58,40,82,80,86,66,20,6,48,14,42,42,48,84,mean,70,42,52,60,32,26,56,0.8319365591824074,0.9913687608749201,0.4716798274516525,0.8612827802092575,0.32436516564977425,0.5173934542951995,0.9172632263183786,0.18740398384662327,0.40297757737286577
