,iteration,median_filter_window_frontal_display,category_count_score,f1_per_timestamp,f1_per_annotation,f1_per_prediction
0,0,1,0.12479738570559762,0.3771114380404237,0.5525081178868406,0.2506467169882641
1,0,3,0.1374971031908978,0.37718671691413086,0.5518051272862784,0.2522489460437981
2,0,5,0.1410899236556398,0.37723621987343103,0.5541136216157748,0.2532318793197066
3,0,7,0.14359479760009772,0.37752962210781316,0.5542856275486229,0.2532865372657841
4,0,9,0.14545211895096394,0.3778186131502335,0.5538079132178646,0.2538963745989688
5,0,11,0.14695167596944417,0.377853106743635,0.5546720191643033,0.2554851065827117
6,0,13,0.14847276525519365,0.3780934750417679,0.5547498513331133,0.25685053992654433
7,0,15,0.1485897638473667,0.3784043042408789,0.5547498513331133,0.25802245757168385
8,0,17,0.14950144102988056,0.3786073789158891,0.5538900674891839,0.25754588392324657
9,0,19,0.149912151575877,0.3788158342193779,0.5538900674891839,0.2570487615540218
10,0,21,0.1500642750680543,0.378993801684227,0.5538380147935356,0.25758168604500803
11,0,23,0.1500222693221667,0.3790986961233684,0.5541097949438262,0.25718476916202065
12,0,25,0.15023264952102494,0.3791902234125929,0.5542583953594625,0.2577064603733087
13,0,27,0.15016349986806352,0.37929769520251455,0.5531708018538926,0.2579295872181218
14,0,29,0.15038479822474118,0.37937840765632186,0.5532304609094439,0.25807702639204677
15,0,31,0.1505599106793487,0.3795384575211602,0.5534930713264681,0.2579349510955037
16,0,33,0.15043321063162668,0.37971302702140985,0.5532719799299503,0.2583818929411941
17,0,35,0.1507976728022739,0.37991608634332713,0.5535307115301882,0.2584761413286426
18,0,37,0.150254358638013,0.3801078531918571,0.55471485092815,0.25891418620598533
19,0,39,0.15009176000496247,0.3802834552397415,0.554883399845284,0.2588288973821625
20,0,41,0.15010975312170613,0.3802795596932506,0.5546192643366008,0.25850044238019393
21,0,43,0.15018610239145455,0.38035645150119735,0.5533887396392921,0.259624932147361
22,0,45,0.15028740956690131,0.38054039761963426,0.552343869552345,0.2577218058565954
23,0,47,0.14956311159726052,0.38073253780133814,0.5517660200847031,0.25890462132502884
24,0,49,0.14917949895500118,0.3808354211534346,0.5529195589519503,0.25858280633997693
25,0,51,0.14900917750184256,0.38090531697045443,0.5527285557376058,0.2582258501241313
26,0,53,0.1492405117703741,0.38101902522656256,0.5515559524656487,0.25792255069326403
27,0,55,0.14906148437511677,0.3810112378706827,0.5515156746062388,0.2573693471381423
28,0,57,0.1494198455216123,0.38108055036643457,0.5521717600945502,0.25788298589370606
29,0,59,0.14971922736279633,0.38119055060865303,0.5518149006995617,0.25904906866579336
30,0,61,0.14998193751683941,0.3811842475722191,0.550859233552764,0.26011282037850886
31,0,63,0.1501156092806173,0.38130228354879453,0.550506788693181,0.2602112030033748
32,0,65,0.1500925282574249,0.3815574628751678,0.550735347401408,0.2606111236386313
33,0,67,0.15018056096741297,0.381581461517786,0.5501607863832007,0.2609857811714589
34,0,69,0.15003499311771362,0.38169361220424997,0.5491119918343886,0.26189178859557816
35,0,71,0.15000862711887106,0.3817382906625131,0.5486096569719574,0.261476310165158
36,0,73,0.15051574260477457,0.3818798344434321,0.5481220917053314,0.2613742548623946
37,0,75,0.14993109063853122,0.38203275252065,0.550445258202166,0.2623448021972859
38,0,77,0.15017646024928305,0.38200878254622417,0.5511401346442303,0.26242754839544574
39,0,79,0.1500375489162948,0.3822598777395042,0.5518141643427724,0.26265985285718313
40,0,81,0.15014934935176633,0.3824976512641112,0.5517449936387779,0.262580338085259
41,0,83,0.15018496991070882,0.38269652614853883,0.5523091448905132,0.26147536180709674
42,0,85,0.14991825361091027,0.3828971041666756,0.551808411956164,0.2611613842325145
43,0,87,0.15045641599394946,0.3831288656878838,0.5514720560630798,0.26172320982200115
44,0,89,0.15041881835875953,0.3834303223740422,0.5517940258749864,0.2616044423860843
45,0,91,0.150418826671299,0.3836617997286812,0.5525358311686007,0.26168129175538923
46,0,93,0.15031412222587387,0.3837805308331162,0.5524199101135948,0.262539406171926
47,0,95,0.15031435191419126,0.38396733581342624,0.5524782048673026,0.2623944047885024
48,0,97,0.15049351056187618,0.38407004552548835,0.552282686235015,0.26291228470298217
49,0,99,0.15119865427630905,0.3842887410417445,0.5514146208289729,0.26296855122767376
50,0,101,0.15164419547786556,0.38428105634116233,0.55020811157744,0.2631862673753433
51,0,103,0.15126397122712046,0.3843801149976712,0.5505079585966107,0.2630353396927702
52,0,105,0.1519558065437069,0.3845635140745061,0.5520377892036187,0.26231000916203906
53,0,107,0.1519325207340235,0.38463896928171326,0.5518716222829535,0.26256333543632304
54,0,109,0.15168406180950902,0.38464699815000236,0.5509958324410128,0.2634377305830479
55,0,111,0.1512449078059877,0.38449942091865985,0.5505914952876203,0.26383837365952917
56,0,113,0.15138647120263243,0.38443998554002806,0.5502789341138777,0.26271997091011773
57,0,115,0.15163018127627317,0.38451626060380484,0.5507206622690515,0.262673279342771
58,0,117,0.15180127539339816,0.3844476175002631,0.5503514412507939,0.2619685895885092
59,0,119,0.15113826480940748,0.38446113030057305,0.5494217587121428,0.2627993138018227
60,0,121,0.15157458464486698,0.3843949532980976,0.5488226358521947,0.2625127048710199
61,0,123,0.15137080633288558,0.3842821600924405,0.5474284016232253,0.2616274014199324
62,0,125,0.15161201836618113,0.3842276671726324,0.5453651851213213,0.261853467374824
63,0,127,0.15107570542208565,0.3842310186527779,0.5461966781618821,0.26203970318509634
64,0,129,0.1509792769017207,0.3840715394990433,0.5456959990217457,0.26194764365358736
65,0,131,0.15139435939621457,0.38414763452829714,0.5449088418202577,0.26116325019912384
66,0,133,0.1508302835082215,0.3842487127009471,0.5445807155425001,0.2620760879486234
67,0,135,0.15221679111409087,0.3841350015142323,0.5429308900043279,0.26178863005949404
68,0,137,0.15275539966734084,0.3842017006875763,0.5417968186485899,0.2616964164638867
69,0,139,0.153168009254147,0.3842142564859793,0.5445906433413428,0.2624494781772169
70,0,141,0.15291153117177528,0.38420767253261806,0.5440400190437412,0.2611087612068425
71,0,143,0.15421160298651265,0.38424174546032447,0.5423805945111425,0.2610888385448998
72,0,145,0.15445938459172964,0.3843658368185875,0.5416172634412094,0.2613057406311417
73,0,147,0.15492662385543746,0.38424169310032624,0.5395062799643958,0.2616028414461407
74,0,149,0.15526719682337137,0.38408263259483727,0.5407697778838868,0.26171292455907175
75,0,151,0.15561640454629413,0.3842330341548951,0.5397146887907601,0.26133731902010054
76,0,153,0.15522867781500474,0.3839568453467785,0.5399762277740153,0.2608834559953908
77,0,155,0.15557531336224706,0.3839497115136195,0.5395683640321273,0.2610618038481178
78,0,157,0.15613201173000438,0.3835688527484485,0.5386014162369995,0.26100334457716345
79,0,159,0.15602884948003568,0.3833892400679698,0.5392053051349471,0.26170873615261575
80,0,161,0.1567975033024893,0.38318635045146127,0.5399775910575659,0.26088861634347543
81,0,163,0.1572360978735155,0.38317713145639326,0.5391347965662007,0.26139167196686125
82,0,165,0.15882019506522585,0.3830377810697619,0.5369487525543344,0.2610594826626512
83,0,167,0.1589676520308881,0.3827864163929719,0.5361631114961204,0.26112127236519783
84,0,169,0.15971971101432528,0.3826317790651314,0.5344871340385655,0.2611747360532457
85,0,171,0.1601392274287243,0.38229301124528786,0.5325902605227477,0.2612092999737982
86,0,173,0.16074308646988866,0.3823383595961367,0.5318791700864561,0.260721963826308
87,0,175,0.1615547590692827,0.382275516726266,0.5309904677789561,0.2606364001311485
88,0,177,0.1623019384151043,0.38182954409110675,0.5296486349600983,0.2604357989986047
89,0,179,0.16119283642456353,0.381521155498611,0.5296156384176529,0.2593548699186012
90,1,1,0.127884102780224,0.38669585360588005,0.5743840012685325,0.25670521981171207
91,1,3,0.1406658263159292,0.3867591768133266,0.5750370504812249,0.25993347790002574
92,1,5,0.14394279465756127,0.386905215655439,0.5761240015253482,0.26161489653775194
93,1,7,0.14549561306744824,0.38740047153209745,0.5762591047727126,0.2626073536347146
94,1,9,0.1466670233979454,0.3876677651677366,0.5755224117725756,0.2639028079935851
95,1,11,0.14763404485762258,0.3879139938956162,0.575612016436546,0.2649775002144
96,1,13,0.14815272643073127,0.38824690421688896,0.5776243439864971,0.2652735220816654
97,1,15,0.14956037789260476,0.38846473575436524,0.5791918426742152,0.2658834687666195
98,1,17,0.14979633094109895,0.38865368832163194,0.5782792667108705,0.2663550997152771
99,1,19,0.15024750903979958,0.38875602471930193,0.5791445134256333,0.26687467295724127
100,1,21,0.15086770914587236,0.38896874635660267,0.5787153347624461,0.26625994254360613
101,1,23,0.15070100389153515,0.38911423087369595,0.5780976801356879,0.2669560128976161
102,1,25,0.15023154017828794,0.38931818758538767,0.576543154590496,0.2664722363608579
103,1,27,0.1503695251114063,0.38947965126394474,0.5766808669483563,0.2666224348620224
104,1,29,0.15093330870299612,0.3896938736414888,0.5774618051649573,0.2671430807917792
105,1,31,0.15087915490012296,0.3899123172774012,0.5772799183663109,0.2675004398192957
106,1,33,0.15075172707841364,0.39010445434978225,0.5777734479157608,0.2672647256029746
107,1,35,0.15119476817180663,0.39032001973121205,0.5767981591792557,0.26694252212803854
108,1,37,0.15098956722575324,0.39030637427792,0.5769074885278365,0.2676508733630242
109,1,39,0.15116054442237306,0.39059270688187536,0.5764100635969492,0.2674896852027552
110,1,41,0.1514941185130616,0.3906985489876647,0.5766313184794384,0.2676610061741976
111,1,43,0.1513046594453869,0.3907408846805178,0.5766100397210187,0.2683184660891671
112,1,45,0.15110291003198026,0.3908660206579717,0.5758318845595329,0.26868362137820634
113,1,47,0.15067083102559595,0.39096165647468967,0.574904507083765,0.268664022539315
114,1,49,0.15074746175255377,0.39093537784694193,0.5742834625423169,0.2688183809009234
115,1,51,0.15075315295117878,0.3909951035245173,0.573960102471595,0.267884094554126
116,1,53,0.15046647928639456,0.39101929438721683,0.5733758932528962,0.267911693136835
117,1,55,0.15022247421484367,0.3911216159572972,0.5736848444004611,0.2680043528617021
118,1,57,0.15045044950151182,0.391219691896962,0.5742117747065489,0.26747357524698684
119,1,59,0.15056910214484517,0.39123801883955295,0.5736524314263678,0.26721686772217434
120,1,61,0.15049652804394711,0.3911901410511916,0.5732585287904419,0.26688061653237644
121,1,63,0.14999964969521554,0.3912407982537527,0.5739890298240111,0.2675895080638268
122,1,65,0.14994815198589215,0.3912847153009286,0.5745447595362388,0.2674183926748273
123,1,67,0.14958620490356153,0.39135032140539555,0.5749566592843757,0.26726247871632713
124,1,69,0.14896747223362117,0.3914950027793754,0.5761789389292036,0.2666127243974257
125,1,71,0.14829594186598866,0.3916452305035702,0.5757084088216489,0.2670913427133424
126,1,73,0.14823834943188996,0.39184746829456596,0.5743919054631288,0.26695784885842333
127,1,75,0.1487554113527291,0.39198852229903974,0.5758258229693549,0.2669707958805581
128,1,77,0.14875711153879737,0.39203191716015223,0.5754471355045759,0.26702704114069314
129,1,79,0.14926957838535132,0.3920537113282227,0.5753322400468249,0.26752545966015223
130,1,81,0.14914007691106795,0.3920344156760499,0.5746033882288325,0.2676865351896677
131,1,83,0.14977414998437122,0.39203644030582147,0.5733820204458289,0.26768012809682545
132,1,85,0.1494051643737316,0.392055052297951,0.571270698511627,0.26730357658117876
133,1,87,0.1491781401022481,0.3921428895207808,0.5695166741550258,0.26767439612648
134,1,89,0.14944493063108552,0.39210573822252426,0.5689380526742641,0.2672323280928649
135,1,91,0.1493121437090057,0.3920529541418854,0.5683454070942425,0.2671451993208226
136,1,93,0.14872496061941892,0.3921653056778925,0.5672320088010212,0.2681791558382444
137,1,95,0.14928920237050505,0.39210085650570276,0.5657644336086071,0.26819525514432235
138,1,97,0.14944681293394163,0.39223080683645367,0.5646309370166992,0.26722120802488736
139,1,99,0.14952736601673933,0.39235834178192475,0.5652368364227157,0.26769720157618715
140,1,101,0.14944529176239157,0.3923957022660571,0.5664735523142334,0.2677921176417658
