,iteration,median_filter_window_approach,category_count_score,f1_per_timestamp,f1_per_annotation,f1_per_prediction
0,0,1,0.12479738570559762,0.3771114380404237,0.5525081178868406,0.2506467169882641
1,0,3,0.12989595033907333,0.3772097534844619,0.5525081178868406,0.2506191447533344
2,0,5,0.1317502997058491,0.37717480431456274,0.5525081178868406,0.25018449692934025
3,0,7,0.1325996588137585,0.3773260840772642,0.5525081178868406,0.2508444677015088
4,0,9,0.13304263991376974,0.3774119118066128,0.5525081178868406,0.2509130139989392
5,0,11,0.13417626063818583,0.37752591779490036,0.5525081178868406,0.25119112764248763
6,0,13,0.13511750922787372,0.3776727289720199,0.5516103164150817,0.25175426234182396
7,0,15,0.1354198773815503,0.37786363008987334,0.5516103164150817,0.25155888473129934
8,0,17,0.13609774727278243,0.37799721242961193,0.5521759265454883,0.25142263050046415
9,0,19,0.13657601020908466,0.37805195494985544,0.5521759265454883,0.2504282474158011
10,0,21,0.1367928722460455,0.3782456979985889,0.5521759265454883,0.2508535689642699
11,0,23,0.13707049577443917,0.3783631502908228,0.5523590364477641,0.250616830866747
12,0,25,0.13742619826285538,0.3784231550188157,0.5523017920153667,0.25072165732140433
13,0,27,0.13812847108318907,0.3785057034679157,0.5523017920153667,0.25100960472825673
14,0,29,0.13824285816546006,0.37866511579401474,0.5517365150326426,0.24994963027823008
15,0,31,0.13863679445035484,0.37879488995082067,0.5517365150326426,0.2505061082283278
16,0,33,0.1387435396479835,0.37890396322883146,0.5517365150326426,0.250853394589453
17,0,35,0.13927952360958853,0.3791451817921193,0.5517365150326426,0.2503185904296256
18,0,37,0.13864983597699715,0.3793290912960447,0.5523017920153667,0.25009208977788966
19,0,39,0.13899180493749613,0.37941578073817894,0.5523017920153667,0.2507990831462133
20,0,41,0.13905042357982783,0.3795460377578502,0.5523017920153667,0.25049693918114174
21,0,43,0.13995791911900377,0.37967129457168564,0.5523017920153667,0.2498830143000421
22,0,45,0.140051865435438,0.3797380206292228,0.5523017920153667,0.25110221457501253
23,0,47,0.14020588319933205,0.3798262730507685,0.5523017920153667,0.25165038626016145
24,0,49,0.1398011542188455,0.3798800364989871,0.5528741238822817,0.251808612910217
25,0,51,0.13950795904985244,0.3800163971952002,0.5532711905159626,0.2516413449091498
26,0,53,0.14014180555922245,0.380180752433749,0.5532711905159626,0.2517209528495389
27,0,55,0.1402612612132569,0.3801264961671618,0.5526913372129546,0.2518377249327412
28,0,57,0.14072266068406722,0.38029040317952234,0.5526913372129546,0.25176495381611597
29,0,59,0.14084022793228962,0.38022357358135667,0.5526913372129546,0.2530200810811803
30,0,61,0.14088573061194995,0.3801739550206403,0.5526913372129546,0.25305508464554466
31,0,63,0.14120891238842978,0.3800544678250594,0.5526913372129546,0.2520699813393583
32,0,65,0.14147944676664836,0.38010686687508216,0.552118738478282,0.2521333781608054
33,0,67,0.14153056510071343,0.3800906137287736,0.552118738478282,0.2524689300839697
34,0,69,0.14180655707534867,0.38009025572736826,0.552118738478282,0.2537595460852094
35,0,71,0.14191995052801035,0.38015524239202125,0.5526913372129546,0.25339388172967425
36,0,73,0.14250356260312083,0.38028963592794435,0.5526913372129546,0.25363249598198057
37,0,75,0.14266248602184212,0.3801218796483085,0.5502115727516232,0.254419356496934
38,0,77,0.14247650159564743,0.38013829538264815,0.5502115727516232,0.25510084048774884
39,0,79,0.14257486718432044,0.3800656402050578,0.5507753251210993,0.25355645210626854
40,0,81,0.14345277174201665,0.37994465996435417,0.5507753251210993,0.25481663404349114
41,0,83,0.14323190510617348,0.37997180977032824,0.5509578455943159,0.25463992312335443
42,0,85,0.1442385418707412,0.3801083078478994,0.5509578455943159,0.2555894308397836
43,0,87,0.1440859768348794,0.3799968704869883,0.5511800367620528,0.25476575191190454
44,0,89,0.14455983419482762,0.38015776955512054,0.5517506949713005,0.2548495136224241
45,1,1,0.127884102780224,0.38669585360588005,0.5743840012685325,0.25670521981171207
46,1,3,0.1333925003661755,0.38665343583119366,0.5745658297096768,0.2564875100378789
47,1,5,0.1351051254583541,0.38654131320047413,0.5745658297096768,0.25633131048099894
48,1,7,0.13627815403588422,0.3867365890894536,0.5739791732269534,0.25672934198712843
49,1,9,0.13680032631587608,0.38682521927571123,0.5739791732269534,0.2567479349815221
50,1,11,0.13747556368319988,0.3870208666313451,0.5739791732269534,0.2567511294464672
51,1,13,0.1377398658323294,0.38715949377342423,0.5765649533290461,0.2565427232672327
52,1,15,0.13813137674287762,0.38729451015464544,0.5765649533290461,0.257415114508104
53,1,17,0.13875865598789472,0.3875337278732441,0.5765649533290461,0.25794711302867596
54,1,19,0.13839416613319558,0.38755215668284987,0.5765649533290461,0.2567708098107647
55,1,21,0.1384730372832091,0.3875771801246289,0.5765649533290461,0.2567863965560067
56,1,23,0.13888154901725555,0.38754864126326344,0.5765649533290461,0.25700963404383664
57,1,25,0.13933254446896462,0.3875320567774652,0.5765649533290461,0.2564270699562074
58,1,27,0.13990935702276572,0.3875043780320938,0.5765649533290461,0.2561799416598328
59,1,29,0.1399616633724656,0.38743965057581037,0.57720465729614,0.2566773879761607
60,1,31,0.1399463346214747,0.3875730518428618,0.5776847869423741,0.25734032759870146
61,1,33,0.14018270220105453,0.3875913944286645,0.5783014977239201,0.25715115575458664
62,1,35,0.14038655275883824,0.3876457516152139,0.5783014977239201,0.2563802457422479
63,1,37,0.1412141667272589,0.3877310217249333,0.5783014977239201,0.2561372439612399
64,1,39,0.14151437189826258,0.3877089200585623,0.5783014977239201,0.25590546150786364
65,1,41,0.1421840632160555,0.3878930949881942,0.5783014977239201,0.25660845915539554
66,1,43,0.14231632046882853,0.3879451199188538,0.5783014977239201,0.2577512710226594
67,1,45,0.1422350602917119,0.38788265503526714,0.578361823756203,0.2573957431342368
68,1,47,0.1426972088281629,0.3878847223821897,0.578361823756203,0.2569117706515144
69,1,49,0.1429804066007256,0.3879771590938915,0.578361823756203,0.25668006581635316
70,1,51,0.14382918513556436,0.388135299435472,0.578361823756203,0.2569530365600148
71,1,53,0.1439635511286262,0.38823451414954485,0.578361823756203,0.2566262864373373
72,1,55,0.14467928319338472,0.38836143254416167,0.578361823756203,0.2565347740434514
73,1,57,0.14517751009799604,0.3884838330546366,0.5762083073020133,0.2567004753318652
74,1,59,0.1452581700958891,0.3885684561104062,0.5762083073020133,0.2580309305552824
75,1,61,0.14528631183433777,0.3885767881906191,0.5762083073020133,0.2568304675531669
76,1,63,0.14613338505022785,0.38858842920940034,0.576817929033976,0.256388787271716
77,1,65,0.14703703988146502,0.38872916394076185,0.576817929033976,0.2567520073061885
78,1,67,0.1475369224119422,0.3887306786917077,0.574609463624938,0.2559129787696585
79,1,69,0.14722228196057538,0.38880218805378525,0.574609463624938,0.25578280798093717
80,1,71,0.14829179067812262,0.3889035749681145,0.574609463624938,0.2562432890489447
81,1,73,0.14876079683569401,0.38891292260805566,0.574609463624938,0.2565341483290391
82,1,75,0.1488753899652436,0.3890408436084317,0.574609463624938,0.2570151441935611
83,1,77,0.14961762131924836,0.3890181725181324,0.574609463624938,0.25730839043335607
84,1,79,0.14925556736920945,0.3890107769352941,0.5723601779506986,0.25805471336899866
85,1,81,0.14852293960355217,0.38898813182197234,0.5729450206311523,0.2587010137434182
86,1,83,0.14871846644050915,0.3890272763254989,0.5729450206311523,0.25945183476066763
87,1,85,0.14918424651323106,0.3890758865878744,0.5729450206311523,0.2600479124475591
88,1,87,0.14969143040292376,0.38910518228275265,0.5729450206311523,0.26026371187376324
89,1,89,0.1500385236411903,0.3889887802771746,0.5705757620191739,0.26073275334930124
90,2,1,0.12749435496457615,0.38523297393772954,0.5644794507579282,0.27164641952839175
91,2,3,0.13260979678106924,0.3851925638576939,0.5672991659521055,0.2734710485582475
92,2,5,0.13422226862561357,0.3853971337183976,0.5643601724712022,0.27313764889431597
93,2,7,0.13534432304503943,0.3853992600944577,0.5644197358571745,0.27206557833126366
94,2,9,0.1360205320536834,0.38551346519577434,0.5614013047477736,0.2741402093191903
95,2,11,0.13687715469677528,0.3853366308933686,0.5614013047477736,0.27404167696419235
96,2,13,0.1371829867967279,0.38528821206723307,0.5614013047477736,0.27314446669151726
97,2,15,0.13752502621040993,0.38551697521506395,0.5614013047477736,0.2736297661816319
98,2,17,0.1373927789676697,0.3855128713654655,0.5614013047477736,0.2731715195237636
99,2,19,0.13740407290484943,0.3855804279479948,0.5614013047477736,0.2734738979481482
100,2,21,0.13736713084909635,0.38557577338877824,0.5614013047477736,0.2728068761883363
101,2,23,0.13754378660579494,0.3856069677448829,0.5614013047477736,0.27322344803885174
102,2,25,0.13799916963091097,0.3855323127174136,0.5618419946415423,0.27410894631588606
103,2,27,0.1380588660568315,0.3853460308878132,0.5618419946415423,0.2726360010557112
104,2,29,0.13786270697928585,0.38537499586588225,0.5618419946415423,0.27210831872103175
105,2,31,0.13878043361247744,0.3854683608613971,0.5618419946415423,0.27294973440266385
106,2,33,0.13905715317247186,0.3854180247588925,0.5618419946415423,0.2735895395804165
107,2,35,0.1394778328752111,0.38541253452197116,0.5618419946415423,0.2741822175135805
108,2,37,0.13972613311561763,0.385292460318175,0.5618419946415423,0.2735446448066056
109,2,39,0.13984780281882986,0.38504162604541625,0.5618419946415423,0.27216347384663137
110,2,41,0.14035547101426216,0.3848731065434014,0.564306275186587,0.27263185423313335
